34.052235,-118.243683
40.712776,-74.005974
51.507351,-0.127758
48.856613,2.352222
35.689487,139.691706
37.774929,-122.419416
52.520008,13.404954
41.878113,-87.629799
19.076090,72.877426
30.267153,-97.743057
55.755825,37.617635
33.684420,-117.826059
25.276987,51.518800
37.774930,-122.419416
51.219447,4.402464
40.712784,-74.005941
53.349805,-6.26031
51.165691,10.451526
41.902783,12.496365
31.968599,-99.901813
34.052235,-118.243683
52.379189,4.899431
48.856613,2.352222
37.774929,-122.419416
55.755825,37.617635
30.267153,-97.743057
33.748997,-84.387985
40.712776,-74.005974
35.689487,139.691706
41.878113,-87.629799
51.507351,-0.127758
45.421529,-75.693403
52.520008,13.404954
48.856613,2.352222
19.076090,72.877426
34.052235,-118.243683
40.712784,-74.005941
55.755825,37.617635
33.684420,-117.826059
51.219447,4.402464
37.774930,-122.419416
25.276987,51.518800
53.349805,-6.26031
31.968599,-99.901813
51.165691,10.451526
34.052235,-118.243683
52.379189,4.899431
48.856613,2.352222
37.774929,-122.419416
55.755825,37.617635
30.267153,-97.743057
33.748997,-84.387985
40.712776,-74.005974
35.689487,139.691706
